1158,"Reitmans Department Store","397 Montee Ind.-et-Commerciale","Centre First Pro Rimouski","RIMOUSKI","QC",517
1160,"Reitmans Department Store","5440 boul. De Val-Des-Brises","First Pro Laval East","LAVAL","QC",515
1164,"Reitmans Department Store","625 rue de la Concorde","Mega Centre Rive-Sud,","SAINT-ROMUALD","QC",517
1165,"Reitmans Department Store","100 rue du Terminus O","Les Promenades du Cuivre,","ROUYN-NORANDA","QC",515
1166,"Reitmans Department Store","9355 Leduc Blvd","Les Quartiers Dix 30,","BROSSARD","QC",515
1168,"Reitmans Department Store","2700 Boul. Laurier","Place Laurier,","QUEBEC","QC",517
1195,"Reitmans Department Store","3080 Bl de La Gare","Smart Centres Vaudreuil","VAUDREUIL-DORION","QC",515
1209,"Reitmans Department Store","79 boulevard de la Gappe","Smart Centres Gatineau","GATINEAU","QC",518
1215,"Reitmans Department Store","401 Labelle Boulevard","Place Rosemere","ROSEMERE","QC",515
1218,"Reitmans Department Store","1801 3e Avenue",,"VAL-D'OR","QC",515
2208,"RW & CO","625 Ste-Catherine W.","Pr.de la Cathedrale,","MONTREAL","QC",516
2209,"RW & CO","2450 Boul. Laurier, Unit #15","Place Ste-Foy,","QUEBEC","QC",517
2213,"RW & CO","6815 Trans-Canada Hwy Suite #C11","Fairview Pointe-Claire,","POINTE-CLAIRE","QC",516
2215,"RW & CO","3035 boul. Le Carrefour","Carrefour Laval,","LAVAL","QC",515
2216,"RW & CO","7999 boul. Les Galeries d'Anjou","Galeries d'Anjou","ANJOU","QC",516
2217,"RW & CO","2305 Chemin Rockland, Unit #1810","Centre Rockland,","MONT-ROYAL","QC",516
2219,"RW & CO","173 boul. Des Promenades","Promenades St-Bruno","SAINT-BRUNO","QC",515
2228,"RW & CO","2151 Lapiniere Blvd., Unit #H101","Champlain Mall,","BROSSARD","QC",515
2237,"RW & CO","9405 Leduc Blvd., Suite 30","Les Quartiers Dix 30","BROSSARD","QC",515
2243,"RW & CO","401 Labelle Blvd","Place Rosemere","ROSEMERE","QC",515
2245,"RW & CO","5401 Boul. Des Galeries","Les Galeries de la Capitale","QUEBEC","QC",517
2246,"RW & CO","1 Place Ville Marie","Place Ville Marie","MONTREAL","QC",516
2254,"RW & CO","7077 Bl. Newman","Carrefour Angrignon","LASALLE","QC",516
2258,"RW & CO","100 Bl. Brien","Galeries Rive Nord","REPENTIGNY","QC",515
2261,"RW & CO","1401 Bl. Talbot","Place du Royaume","CHICOUTIMI","QC",517
2262,"RW & CO","4125 Boulevard des Forges","Centre commercial les rivieres","TROIS-RIVIERES","QC",505
3529,"SMART SET","4 Complexe Desjardins, Unit 237","Complexe Desjardins,","MONTREAL","QC",516
3530,"SMART SET","7275 Sherbrooke St. E. Unit #77,","Place Versailles,","MONTREAL","QC",516
3535,"SMART SET","320 Boul. St-Joseph, Unit #203","Galeries de Hull,","GATINEAU","QC",518
3536,"SMART SET","1401 boul. Talbot, Unit #M13","Place du Royaume,","CHICOUTIMI","QC",517
