1091,"Reitmans Department Store","493 Norwich Avenue, Unit 105","First Pro Woodstock Centre,","WOODSTOCK","ON",504
1092,"Reitmans Department Store","1592 Regent Ave. W.","Crossroads Station S.C.","WINNIPEG","MB",503
1095,"Reitmans Department Store","1405 Harmony Road N. RR2","First Pro Harmony Shopping Centre,","OSHAWA","ON",507
1098,"Reitmans Department Store","6631 Island Highway North","Woodgrove Centre","NANAIMO","BC",526
1099,"Reitmans Department Store","RR7 - 900 Gibsons Way, Unit 15","Sunnycrest Mall,","GIBSONS","BC",522
1101,"Reitmans Department Store","1899 Brock Road","First Pro Parkway Centre,","PICKERING","ON",507
1102,"Reitmans Department Store","2625B Weston Road Unit #10","First Pro Crossroads Centre,","NORTH YORK","ON",537
1105,"Reitmans Department Store","210 North Service Road West","Oakville Town Centre II,","OAKVILLE","ON",548
1107,"Reitmans Department Store","1927 - 99th, Street N.W.","South Edmonton Common,","EDMONTON","AB",523
1108,"Reitmans Department Store","18170 Yonge Street, RR1, Unit A4","Green Lane Centre,","NEWMARKET","ON",507
1109,"Reitmans Department Store","1363 Woodroffe Avenue, Unit D","College Square,","NEPEAN","ON",518
1110,"Reitmans Department Store","4777 - 130 Ave. S. E., Unit 14","First Pro Calgary,","CALGARY","AB",521
1111,"Reitmans Department Store","96 Campsite Road, Unit 36","First Pro Spruce Grove Centre,","SPRUCE GROVE","AB",523
1113,"Reitmans Department Store","13804 - 40th Street, Unit 5","First Pro Edmonton North East,","EDMONTON","AB",523
1114,"Reitmans Department Store","21 Merchant Drive, Unit 400","First Pro Pearl Gate Centre,","MOUNT PEARL","NL",549
1115,"Reitmans Department Store","1108C Pembroke Street East","First Pro Pembroke,","PEMBROKE","ON",518
1118,"Reitmans Department Store","173 North Queen Street,","First Pro Queens Square Centre,","ETOBICOKE","ON",501
1119,"Reitmans Department Store","114 Woodlawn Rd. Unit #8","Staples Plaza,","DARTMOUTH","NS",519
1120,"Reitmans Department Store","880 The Parkway, Unit 1","Parkway Centre,","PETERBOROUGH","ON",507
1122,"Reitmans Department Store","4515 Dundas Street, Unit #B8","First Pro Burlington Centre,","BURLINGTON","ON",548
1123,"Reitmans Department Store","795 Milner Avenue, Unit 3","First Pro Morningside Centre,","SCARBOROUGH","ON",537
1124,"Reitmans Department Store","800 - 15th Street East, Unit 520","Cornerstone Prince Albert,","PRINCE ALBERT","SK",527
